cocktail_name,alcoholic,category,cocktail_image,cocktail_glass,iba,instructions,ingredient_1_name,ingredient_1_id,ingredient_2_name,ingredient_2_id,ingredient_3_name,ingredient_3_id,ingredient_4_name,ingredient_4_id,ingredient_5_name,ingredient_5_id,ingredient_6_name,ingredient_6_id,measure_1,measure_2,measure_3,measure_4,measure_5,measure_6
Mother's Milk,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/7stuuh1504885399.jpg,Shot glass,,"Shake over ice, strain. Serves two.",Goldschlager,130,Butterscotch schnapps,50,Milk,185,,null,,null,,null,1 oz,1 oz,1 oz,,,
Barracuda,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/jwmr1x1504372337.jpg,Margarita glass,New Era Drinks,"Shake pour ingredients with ice. Strain into glass, top with Sparkling wine.",Rum,229,Galliano,124,Pineapple Juice,216,Lime Juice,171,Prosecco,222,,null,4.5 cl,1.5 cl,6 cl,1 dash,top up,
A Day at the Beach,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/trptts1454514474.jpg,Highball glass,,"Shake Rum, Amaretto, and Orange Juice in a shaker filled with ice. Strain over ice into a highball glass. Add Grenadine and garnish with a Pineapple Wedge and a Strawberry.",Coconut rum,79,Amaretto,12,Orange juice,195,Grenadine,138,,null,,null,1 oz,1/2 oz,4 oz,1/2 oz,,
Scotch Sour,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/0dnb6k1504890436.jpg,Whiskey sour glass,,"Shake scotch, juice of lime, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with 1/2 slice lemon, top with the cherry, and serve.",Scotch,235,Lime,170,Powdered sugar,221,Lemon,160,Cherry,64,,null,1 1/2 oz,Juice of 1/2,1/2 tsp,1/2 slice,1,
Sherry Eggnog,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xwrpsv1478820541.jpg,Collins glass,,"Shake sherry, powdered sugar, and egg with ice and strain into a collins glass. Fill with milk and stir. Sprinkle nutmeg on top and serve.",Sherry,237,Powdered sugar,221,Egg,110,Milk,185,Nutmeg,189,,null,2 oz cream,1 tsp,1 whole,"
",,
Amaretto Stone Sour #3,Alcoholic,Other,http://www.thecocktaildb.com/images/media/drink/wutxqr1472720012.jpg,Highball glass,,"Shake sour mix, tequila and amaretto with ice. Strain into highball glass. Add a splash of OJ. Garnish with orange slice and a cherry.",Sour mix,241,Amaretto,12,Tequila,262,Orange juice,195,,null,,null,2 oz,2 oz,2 oz,Add splash,,
Tequila Sour,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ek0mlq1504820601.jpg,Whiskey sour glass,,"Shake tequila, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Add the half-slice of lemon, top with the cherry, and serve.",Tequila,262,Lemon,160,Powdered sugar,221,Lemon,160,Cherry,64,,null,2 oz,Juice of 1/2,1 tsp,1/2 slice,1,
Vodka Martini,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qyxrqw1439906528.jpg,Cocktail glass,,"Shake the vodka and vermouth together with a number of ice cubes, strain into a cocktail glass, add the olive and serve.",Vodka,273,Dry Vermouth,108,Olive,190,,null,,null,,null,1 1/2 oz,3/4 oz,1,,,
Adam & Eve,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/vfeumw1504819077.jpg,Cocktail glass,,Shake together all the ingredients and strain into a cold glass.,Gin,125,Cognac,84,Creme de Cassis,98,Fresh Lemon Juice,120,,null,,null,1 shot,1 shot,1 shot,1/8 shot,,
Addison,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/yzva7x1504820300.jpg,Martini Glass,,Shake together all the ingredients and strain into a cold glass.,Gin,125,Vermouth,272,,null,,null,,null,,null,1 1/2 shot,1 1/2 shot,"
","
","
","
"
Rose,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/8kxbvq1504371462.jpg,Cocktail glass,Contemporary Classics,"Shake together in a cocktail shaker, then strain into chilled glass. Garnish and serve.",Dry Vermouth,108,Gin,125,Apricot brandy,27,Lemon juice,161,Grenadine,138,Powdered sugar,221,1/2 oz,1 oz,1/2 oz,1/2 tsp,1 tsp,
Paradise,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ejozd71504351060.jpg,Cocktail glass,Unforgettables,Shake together over ice. Strain into cocktail glass and serve chilled.,Gin,125,Apricot Brandy,27,Orange Juice,195,,null,,null,,null,7 parts,4 parts,3 parts,,,
Bacardi Cocktail,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/n433t21504348259.jpg,Cocktail glass,Unforgettables,Shake together with ice. Strain into glass and serve.,Light rum,168,Lime juice,171,Sugar syrup,255,Grenadine,138,,null,,null,1 3/4 oz Bacardi,1 oz,1/2 tsp,1 dash,,
A.D.M. (After Dinner Mint),Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/ruxuvp1472669600.jpg,Irish coffee cup,,shake vigorously,White Creme de Menthe,279,Southern Comfort,242,Vodka,273,Hot chocolate,143,,null,,null,1/2 oz,3/4 oz,1/2 oz,Fill with,,
Pink Panty Pulldowns,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/squsuy1468926657.jpg,Collins Glass,,Shake well,Sprite,244,Pink lemonade,217,Vodka,273,,null,,null,,null,1 L,2 cups,2 cups,,,
Gagliardo,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/lyloe91487602877.jpg,Cocktail glass,,"Shake well and serve in a cocktail glass. This is a home cocktail of American/Internet Bar del Pozzo, Pavia, Italy.",Peach Vodka,208,Lemon juice,161,Galliano,124,Sirup of roses,238,,null,,null,5 parts,3 parts,1 part,1 part,,
Monkey Gland,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/94psp81504350690.jpg,Cocktail glass,Unforgettables,"Shake well over ice cubes in a shaker, strain into a chilled cocktail glass.",Gin,125,Benedictine,35,Orange juice,195,Grenadine,138,,null,,null,2 oz,1 tsp,1/2 oz,1 tsp,,
Amaretto And Cream,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/dj8n0r1504375018.jpg,Cocktail glass,,"Shake well with cracked ice, strain contents into a cocktail glass, and serve.",Amaretto,12,Light cream,167,,null,,null,,null,,null,1 1/2 oz,1 1/2 oz,,,,
Alice Cocktail,Non alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/qyqtpv1468876144.jpg,Cocktail glass,,"Shake well, strain into a large cocktail glass.",Grenadine,138,Orange juice,195,Pineapple juice,216,Cream,94,,null,,null,1 cl,1 cl,2 cl,4 cl,,
Golden dream,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qrot6j1504369425.jpg,Cocktail glass,Contemporary Classics,Shake with cracked ice. Strain into glass and serve.,Galliano,124,Triple Sec,266,orange juice,195,Cream,94,,null,,null,2 parts,2 parts,2 parts,1 part,,
Turkeyball,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/rxurpr1441554292.jpg,Shot glass,,Shake with ice and strain into a shot glass.,Wild Turkey,281,Amaretto,12,Pineapple juice,216,,null,,null,,null,1 oz,3/4 oz,1 splash,,,
Imperial Cocktail,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/bcsj2e1487603625.jpg,Cocktail glass,,Shake with ice and strain into cocktail glass.,Lime juice,171,Gin,125,Aperol,19,,null,,null,,null,4 cl,2 cl,4 cl,,,
Pysch Vitamin Light,Non alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xsqsxw1441553580.jpg,Collins Glass,,Shake with ice.,Orange juice,195,Apple juice,24,Pineapple juice,216,Ice,145,,null,,null,1 part,1 part,1 part,"
","
","
"
Whiskey Sour,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/o56h041504352725.jpg,Old-fashioned glass,Unforgettables,"Shake with ice. Strain into chilled glass, garnish and serve. If served 'On the rocks', strain ingredients into old-fashioned glass filled with ice.",Blended whiskey,43,Lemon,160,Powdered sugar,221,Cherry,64,Lemon,160,,null,2 oz,Juice of 1/2,1/2 tsp,1,1/2 slice,
A Gilligan's Island,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/wysqut1461867176.jpg,Collins glass,,"Shaken, not stirred!",Vodka,273,Peach schnapps,207,Orange juice,195,Cranberry juice,92,,null,,null,1 oz,1 oz,3 oz,3 oz,,
Castillian Hot Chocolate,Non alcoholic,Cocoa,http://www.thecocktaildb.com/images/media/drink/3nbu4a1487603196.jpg,Coffee mug,,"Shift the cocoa and sugar together into a medium-sized saucepan. Dissolve the cornstarch in the water, and stir into the cocoa and sugar until it is a smooth paste. Begin heating the mixture, stirring it with a whisk, and gradually pour in the milk. Continue stirring with the whisk as you bring the liquid to a simmer. Allow the chocolate to simmer for about 10 minutes, stirring often, until it is thick, glossy and completely smooth. Serve steaming hot in coffee mug. Serves six.",Cocoa powder,76,Sugar,254,Cornstarch,89,Water,274,Milk,185,,null,1/2 cup,1 cup,7 tsp,1/2 cup,1 qt,
Quick-sand,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vprxqv1478963533.jpg,Highball glass,,"Simply add the orange juice, quite a quick pour in order to mix the sambucca with the orange juice. The juice MUST have fruit pulp!",Black Sambuca,39,Orange juice,195,,null,,null,,null,,null,25 ml,Add 250 ml,,,,
Downshift,Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/y36z8c1503563911.jpg,Hurricane glass,,"Start with the Sprite. Next comes the tequila. After that, add the Minute Maid Fruit Punch, then float the 151. Rocks optional.",Fruit punch,123,Sprite,244,Tequila,262,151 proof rum,1,,null,,null,2 part,1 part,2 shots,Float Bacardi,,
Martinez Cocktail,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/wwxwvr1439906452.jpg,Cocktail glass,,Stir all ingredients (except cherry) with ice and strain into a cocktail glass. Top with the cherry and serve.,Gin,125,Dry Vermouth,108,Triple sec,266,Orange bitters,193,Cherry,64,,null,1 oz,1 oz,1/4 tsp,1 dash,1,
Bobby Burns Cocktail,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/km6se51484411608.jpg,Cocktail glass,,Stir all ingredients (except lemon peel) with ice and strain into a cocktail glass. Add the twist of lemon peel and serve.,Sweet Vermouth,258,Scotch,235,Benedictine,35,Lemon peel,162,,null,,null,1 1/2 oz,1 1/2 oz,1 1/4 tsp,1 twist of,,
Dubonnet Cocktail,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xxsuwr1439457147.jpg,Cocktail glass,,Stir all ingredients (except lemon peel) with ice and strain into a cocktail glass. Add the twist of lemon peel and serve.,Dubonnet Rouge,109,Gin,125,Bitters,38,Lemon peel,162,,null,,null,1 1/2 oz,3/4 oz,1 dash,1 twist of,,
Highland Fling Cocktail,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/0bkwca1492975553.jpg,Cocktail glass,,Stir all ingredients (except olive) with ice and strain into a cocktail glass. Add the olive and serve.,Scotch,235,Sweet Vermouth,258,Orange bitters,193,Olive,190,,null,,null,1 1/2 oz,3/4 oz,2 dashes,1,,
Turf Cocktail,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/utypqq1441554367.jpg,Cocktail glass,,Stir all ingredients (except orange peel) with ice and strain into a cocktail glass. Add the twist of orange peel and serve.,Dry Vermouth,108,Gin,125,Anis,16,Bitters,38,Orange peel,196,,null,1 oz,1 oz,1/4 tsp,2 dashes,Twist of,
Tuxedo Cocktail,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/4u0nbl1504352551.jpg,Cocktail glass,Unforgettables,Stir all ingredients with ice and strain into a cocktail glass. Garnish with a cherry and a twist of lemon zest.,Dry Vermouth,108,Gin,125,Maraschino liqueur,180,Anis,16,Orange bitters,193,Cherry,64,1 1/2 oz,1 1/2 oz,1/4 tsp,1/4 tsp,2 dashes,1
Adonis Cocktail,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xrvruq1472812030.jpg,Cocktail glass,,"Stir all ingredients with ice, strain contents into a cocktail glass, and serve.",Sweet Vermouth,258,Sherry,237,Orange bitters,193,,null,,null,,null,3/4 oz,1 1/2 oz dry,1 dash,,,
Allies Cocktail,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qvprvp1483388104.jpg,Cocktail glass,,"Stir all ingredients with ice, strain contents into a cocktail glass, and serve.",Dry Vermouth,108,Gin,125,Kummel,158,,null,,null,,null,1 oz,1 oz,1/2 tsp,,,
Alaska Cocktail,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/wsyryt1483387720.jpg,Cocktail glass,,"Stir all ingredients with ice, strain contents into a cocktail glass. Drop in a twist of lemon and serve.",Orange bitters,193,Gin,125,Yellow Chartreuse,285,Lemon peel,162,,null,,null,2 dashes,1 1/2 oz,3/4 oz,Twist of,,
Artillery,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/g1vnbe1493067747.jpg,Cocktail glass,,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",Sweet Vermouth,258,Gin,125,Bitters,38,,null,,null,,null,1 1/2 tsp,1 1/2 oz,2 dashes,,,
Clove Cocktail,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qxvtst1461867579.jpg,Cocktail glass,,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",Sweet Vermouth,258,Sloe gin,239,Wine,282,,null,,null,,null,1 oz,1/2 oz,1/2 oz Muscatel,,,
Quarter Deck Cocktail,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qrwvps1478963017.jpg,Cocktail glass,,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",Light rum,168,Sherry,237,Lime,170,,null,,null,,null,1 1/2,1/3 oz cream,Juice of 1/2,,,
Queen Elizabeth,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vpqspv1478963339.jpg,Cocktail glass,,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",Dry Vermouth,108,Gin,125,Benedictine,35,,null,,null,,null,1/2 oz,1 1/2 oz,1 1/2 tsp,,,
Sloe Gin Cocktail,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/d7mo481504889531.jpg,Cocktail glass,,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",Sloe gin,239,Dry Vermouth,108,Orange bitters,193,,null,,null,,null,2 oz,1/4 tsp,1 dash,,,
Gin Squirt,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xrbhz61504883702.jpg,Highball glass,,"Stir gin, grenadine, and powdered sugar with ice and strain into a highball glass over ice cubes. Fill with carbonated water and stir. Decorate with the pineapple chunks and the strawberries and serve.",Gin,125,Grenadine,138,Powdered sugar,221,Pineapple,215,Strawberries,245,Carbonated water,56,1 1/2 oz,1 tsp,1 tblsp,3 chunks,2,"
"
Absolutely Cranberry Smash,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vqwstv1472811884.jpg,Cocktail glass,,Stir ingredients together. Serve over ice.,Absolut Vodka,7,Cranberry juice,92,Ginger ale,127,Ice,145,,null,,null,2 oz,4 oz,2 oz,Add,,
Lone Tree Cocktail,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/tsxpty1468923417.jpg,Cocktail glass,,"Stir ingredients with ice, strain into a cocktail glass, and serve.",Sweet Vermouth,258,Gin,125,,null,,null,,null,,null,3/4 oz,1 1/2 oz,,,,
Port Wine Cocktail,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qruprq1441553976.jpg,Cocktail glass,,"Stir ingredients with ice, strain into a cocktail glass, and serve.",Port,220,Brandy,47,,null,,null,,null,,null,2 1/2 oz,1/2 tsp,,,,
Negroni,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/tutwwv1439907127.jpg,Old-fashioned glass,Unforgettables,"Stir into glass over ice, garnish and serve.",Gin,125,Campari,52,Sweet Vermouth,258,,null,,null,,null,1 oz,1 oz,1 oz,,,
Gin Cooler,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/wsyrvv1478820109.jpg,Collins glass,,Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice and add gin. Fill with carbonated water and stir. Add the lemon peel and the orange spiral so that the end of the orange spiral dangles over rim of glass.,Gin,125,Carbonated water,56,Powdered sugar,221,Orange spiral,197,Lemon peel,162,,null,2 oz,"
","
","
","
","
"
Lone Tree Cooler,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/wsyqry1479298485.jpg,Collins glass,,"Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice, add gin and vermouth, and stir. Fill with carbonated water and stir again. Add the twist of lemon peel and the orange spiral so that the end dangles over rim of glass.",Carbonated water,56,Gin,125,Dry Vermouth,108,Powdered sugar,221,Orange spiral,197,Lemon peel,162,"
","
","
","
","
","
"
Rum Old-fashioned,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/otn2011504820649.jpg,Old-fashioned glass,,"Stir powdered sugar, water, and bitters in an old-fashioned glass. When sugar has dissolved add ice cubes and light rum. Add the twist of lime peel, float 151 proof rum on top, and serve.",Light rum,168,151 proof rum,1,Powdered sugar,221,Bitters,38,Water,274,Lime peel,173,1 1/2 oz,1 tsp,1/2 tsp,1 dash,1 tsp,Twist of
Blackthorn,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xvswvy1441209430.jpg,Cocktail glass,,Stir sloe gin and vermouth with ice and strain into a cocktail glass. Add the twist of lemon peel and serve.,Sweet Vermouth,258,Sloe gin,239,Lemon peel,162,,null,,null,,null,1 oz,1 1/2 oz,1 twist of,,,
Spanish Chocolate,Non alcoholic,Cocoa,http://www.thecocktaildb.com/images/media/drink/pra8vt1487603054.jpg,Coffee mug,,"Stir the milk with the chocolate and the cinnamon over low heat until the chocolate dissolves. Add the eggs and beat the mixture until it becomes thick, taking care not to boil. Serve in coffee mug.",Milk,185,Chocolate,67,Cinnamon,72,Egg yolk,112,,null,,null,2 cups,2 oz sweet,1/2 tsp,2 beaten,,
Jamaican Coffee,Alcoholic,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/xqptps1441247257.jpg,Champagne flute,,"Stir the rum, coffee and water together. Top with the whipped cream. Sprinkle with a pinch of well ground coffee and drink with a straw.",Rum,229,Coffee,81,Water,274,Whipped cream,275,,null,,null,1/6 glass,1/6 glass strong black,1/2 glass cold,"
","
","
"
Harvey Wallbanger,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vg4bva1504369725.jpg,Collins glass,Contemporary Classics,"Stir the vodka and orange juice with ice in the glass, then float the Galliano on top. Garnish and serve.",Vodka,273,Galliano,124,Orange juice,195,,null,,null,,null,1 oz,1/2 oz,4 oz,,,
Vermouth Cassis,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/tswpxx1441554674.jpg,Highball glass,,"Stir vermouth and creme de cassis in a highball glass with ice cubes. Fill with carbonated water, stir again, and serve.",Dry Vermouth,108,Creme de Cassis,98,Carbonated water,56,,null,,null,,null,1 1/2 oz,3/4 oz,"
","
","
","
"
Kioki Coffee,Alcoholic,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/uppqty1441247374.jpg,Coffee mug,,Stir. Add whipped cream to the top.,Kahlua,153,Brandy,47,Coffee,81,,null,,null,,null,1 oz,1/2 oz,"
","
","
","
"
Apello,Non alcoholic,Other,http://www.thecocktaildb.com/images/media/drink/uptxtv1468876415.jpg,Collins Glass,,Stirr. Grnish with maraschino cherry.,Orange juice,195,Grapefruit juice,135,Apple juice,24,Maraschino cherry,179,,null,,null,4 cl,3 cl,1 cl,1,,
Manhattan,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/ec2jtz1504350429.jpg,Cocktail glass,Unforgettables,"Stirred over ice, strained into a chilled glass, garnished, and served up.",Sweet Vermouth,258,Bourbon,46,Angostura bitters,15,Maraschino cherry,179,Orange peel,196,,null,3/4 oz,2 1/2 oz,dash,2 or 3,1 twist of,
Bloody Mary,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/uyquuu1439906954.jpg,Old-fashioned glass,Contemporary Classics,"Stirring gently, pour all ingredients into highball glass. Garnish.",Vodka,273,Tomato juice,264,Lemon juice,161,Worcestershire sauce,283,Tabasco sauce,259,Lime,170,1 1/2 oz,3 oz,1 dash,1/2 tsp,2-3 drops,1 wedge
Martini,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/71t8581504353095.jpg,Cocktail glass,Unforgettables,"Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive.",Gin,125,Dry Vermouth,108,Olive,190,,null,,null,,null,1 2/3 oz,1/3 oz,1,,,
Holloween Punch,Non alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/lfeoe41504888925.jpg,Punch bowl,,"Take a bunch of grape juice and a bunch of fizzy stuff (club soda, ginger ale, lemonlime, whatever). Mix them in a punch bowl. Take orange sherbet and lime sherbet. Scoop out scoops and float them in the punch, let them melt a little so that a nasty film spreads all over the top of the punch but there are still ""bubbles"" in it in the form of sherbet scoops. Looks horrible, tastes just fine.",Grape juice,133,Carbonated soft drink,55,Sherbet,236,Sherbet,236,,null,,null,"
",", orange
",,,,
San Francisco,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/szmj2d1504889961.jpg,Highball glass,,"Take a tall glass and put in a few ice cubes, fill the vodka over it and fill with juice then the ""creme"", to end fill in the grenadine but very carefully at the side of the glass so it will lay down in the bottom. garnish with orange and strawberry.",Vodka,273,Creme de Banane,96,Grenadine,138,Orange juice,195,,null,,null,2 cl,2 cl,"
",,,
Darkwood Sling,Alcoholic,Soft Drink / Soda,http://www.thecocktaildb.com/images/media/drink/sxxsyq1472719303.jpg,Cocktail glass,,"There are many good cherry liqueurs you can use, but I prefere Heering. Add one share of the liqueur. Then you add one share of Soda. For a sour sling use Tonic (most people prefer the drink without Tonic). Afterwards you fill the glass with Orange Juice and ice cubes.",Cherry Heering,66,Soda water,240,Orange juice,195,Ice,145,,null,,null,1 part,1 part,1 part," cubes
","
","
"
Dirty Nipple,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/vtyqrt1461866508.jpg,Shot glass,,This is a layered shot - the Bailey's must be on top,Kahlua,153,Sambuca,232,Bailey's irish cream,30,,null,,null,,null,"
","
","
","
","
","
"
Bumble Bee #1,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/uwqpvv1461866378.jpg,Shot glass,,"This is a layered shot. First pour the Bailey's into the shot glass. Then take an upside down spoon and touch it to the inside wall of the glass. Carefully add the Kahlua. Repeat this process for the Sambuca. If done properly, the alcohol will stay separated and resemble a bumble bee. Enjoy!!!",Bailey's irish cream,30,Kahlua,153,Sambuca,232,,null,,null,,null,1/3 oz,1/3 oz,1/3 oz,,,
Apple Berry Smoothie,Non alcoholic,Other,http://www.thecocktaildb.com/images/media/drink/xwqvur1468876473.jpg,Highball Glass,,Throw everything into a blender and liquify.,Berries,36,Apple,21,,null,,null,,null,,null,1 cup,2,,,,
Kiwi Papaya Smoothie,Non alcoholic,Other,http://www.thecocktaildb.com/images/media/drink/jogv4w1487603571.jpg,Highball Glass,,Throw everything into a blender and liquify.,Kiwi,155,Papaya,201,,null,,null,,null,,null,3,1/2,,,,
Mango Orange Smoothie,Non alcoholic,Other,http://www.thecocktaildb.com/images/media/drink/vdp2do1487603520.jpg,Highball Glass,,Throw everything into a blender and liquify.,Mango,177,Orange,192,,null,,null,,null,,null,1,2,,,,
Pineapple Gingerale Smoothie,Non alcoholic,Other,http://www.thecocktaildb.com/images/media/drink/eg9i1d1487603469.jpg,Highball Glass,,Throw everything into a blender and liquify.,Ginger,126,Pineapple,215,,null,,null,,null,,null,1/4 inch,1/2,,,,
Strawberry Lemonade,Non alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/spvvxp1468924425.jpg,Collins Glass,,Throw everything into a blender and mix until fairly smooth. Serve over ice.,Lemon,160,Sugar,254,Strawberries,245,Water,274,,null,,null,Juice of 1,1 tblsp,8-10 ripe,1 cup,,
Smut,Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/rx8k8e1504365812.jpg,Beer mug,,Throw it all together and serve real cold.,Red wine,226,Peach schnapps,207,Pepsi Cola,212,Orange juice,195,,null,,null,1/3 part,1 shot,1/3 part,1/3 part,,
Campari Beer,Alcoholic,Beer,http://www.thecocktaildb.com/images/media/drink/xsqrup1441249130.jpg,Beer mug,,Use a 15 oz glass. Add Campari first. Fill with beer.,Lager,159,Campari,52,,null,,null,,null,,null,1 bottle,1 1/2 cl,,,,
Pisco Sour,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/tsssur1439907622.jpg,Cocktail glass,New Era Drinks,"Vigorously shake and strain contents in a cocktail shaker with ice cubes, then pour into glass and garnish with bitters.[1]",Pisco,219,Lemon juice,161,Sugar,254,Ice,145,,null,,null,2 oz,1 oz,1-2 tblsp,,,
